Product_Name,Product_Subcategory,Product_size,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Product_Weight,Product_price,desc
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,101178,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7Y54 1.2GHz, Intel HD Graphics 615,1.24kg, Price ₹101178"
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,256GB SSD,Intel HD Graphics 505,Windows 10,1.45kg,41292,"HP , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,1.45kg, Price ₹41292"
Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.3kg,67559,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.3kg, Price ₹67559"
Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.25kg,20725,"Acer , 2 in 1 Convertible, 4GB RAM, 32GB Flash Storage, Intel Celeron Dual Core N3060 1.6GHz, Intel HD Graphics 400,1.25kg, Price ₹20725"
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,81784,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,1.2kg, Price ₹81784"
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,93772,"Lenovo , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7300U 2.6GHz, Intel HD Graphics 620,1.36kg, Price ₹93772"
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4kg,53759,"Acer , Notebook, 12GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce GTX 950M,2.4kg, Price ₹53759"
Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,95371,"Toshiba , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.1kg, Price ₹95371"
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.50GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,45101,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.50GHz, Nvidia GeForce 930MX,2.04kg, Price ₹45101"
Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg,24808,"Dell , Notebook, 4GB RAM, 1TB HDD, Intel Core i3 6006U 2.0GHz, AMD Radeon R5 M430,2.25kg, Price ₹24808"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,43956,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.9kg, Price ₹43956"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,36496,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2.04kg, Price ₹36496"
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,167778,"Dell , Gaming, 32GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1070,4.42kg, Price ₹167778"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.4kg,37029,"Lenovo , Notebook, 6GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 920MX,2.4kg, Price ₹37029"
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,16GB,512GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,101178,"Dell , 2 in 1 Convertible, 16GB RAM, 512GB SSD, Intel Core i7 7Y75 1.3GHz, Intel HD Graphics 615,1.22kg, Price ₹101178"
Dell,Ultrabook,14.0,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,104587,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6600U 2.6GHz, Intel HD Graphics 520,1.5kg, Price ₹104587"
Dell,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42kg,149184,"Dell , Gaming, 32GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 6700HQ 2.6GHz, Nvidia GeForce GTX 1070,4.42kg, Price ₹149184"
Toshiba,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.95kg,62870,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.95kg, Price ₹62870"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73kg,109218,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.73kg, Price ₹109218"
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows 10,2.04kg,52161,"HP , Notebook, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i5 7200U 2.70GHz, Nvidia GeForce 930MX,2.04kg, Price ₹52161"
Lenovo,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel HD Graphics 520,Windows 7,1.70kg,53386,"Lenovo , Notebook, 4GB RAM, 508GB Hybrid, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.70kg, Price ₹53386"
Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3kg,95850,"Asus , 2 in 1 Convertible, 16GB RAM, 512GB SSD +  2TB HDD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce GTX 950M,2.3kg, Price ₹95850"
HP,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,30849,"HP , Notebook, 6GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.04kg, Price ₹30849"
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.99kg,93186,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.99kg, Price ₹93186"
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD,Intel HD Graphics 620,Windows 10,2.19kg,69210,"Dell , 2 in 1 Convertible, 12GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,2.19kg, Price ₹69210"
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,1.2kg,63669,"Toshiba , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.2kg, Price ₹63669"
Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,Windows 10,2.2kg,29250,"Lenovo , Notebook, 6GB RAM, 256GB SSD, AMD A12-Series 9720P 3.6GHz, AMD Radeon 530,2.2kg, Price ₹29250"
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,34578,"Fujitsu , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.3kg, Price ₹34578"
Toshiba,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.75kg,48751,"Toshiba , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.75kg, Price ₹48751"
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M430,Windows 10,2.25kg,31914,"Dell , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, AMD Radeon R5 M430,2.25kg, Price ₹31914"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,42943,"HP , Notebook, 8GB RAM, 1TB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.04kg, Price ₹42943"
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.5kg,63349,"Lenovo , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1060,2.5kg, Price ₹63349"
Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.36kg,39906,"Dell , Notebook, 8GB RAM, 1TB HDD, Intel Core i7 7500U 2.7GHz, AMD Radeon R7 M445,2.36kg, Price ₹39906"
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620 ,Windows 10,1.6kg,59620,"Dell , Notebook, 8GB RAM, 128GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620 ,1.6kg, Price ₹59620"
HP,Netbook,12.5,Full HD 1920x1080,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,101658,"HP , Netbook, 8GB RAM, 512GB SSD, Intel Core M 6Y75 1.2GHz, Intel HD Graphics 515,0.97kg, Price ₹101658"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1kg,26586,"HP , Notebook, 4GB RAM, 128GB SSD +  1TB HDD, Intel Core i3 6006U 2GHz, AMD Radeon 520,2.1kg, Price ₹26586"
Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,No OS,1.9kg,14418,"Lenovo , Notebook, 4GB RAM, 128GB SSD, Intel Celeron Dual Core N3350 1.1GHz, Intel HD Graphics 500,1.9kg, Price ₹14418"
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.3kg,71874,"Lenovo , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,2.3kg, Price ₹71874"
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.68kg,47365,"Dell , 2 in 1 Convertible, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.68kg, Price ₹47365"
Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.4kg,61272,"Asus , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.4kg, Price ₹61272"
HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,71874,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.11kg, Price ₹71874"
Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,Windows 10,2.4kg,20246,"Acer , Notebook, 4GB RAM, 500GB HDD, Intel Pentium Quad Core N4200 1.1GHz, Intel HD Graphics 505,2.4kg, Price ₹20246"
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,95850,"Asus , Gaming, 16GB RAM, 256GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050 Ti,2.5kg, Price ₹95850"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,111301,"HP , Ultrabook, 8GB RAM, 512GB SSD, Intel Core i7 7500U 2.7GHz, Intel HD Graphics 620,1.48kg, Price ₹111301"
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,67132,"Acer , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.7kg, Price ₹67132"
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,63349,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.34kg, Price ₹63349"
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18kg,29144,"Dell , Notebook, 4GB RAM, 128GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2.18kg, Price ₹29144"
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,41505,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.64kg, Price ₹41505"
Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,63669,"Toshiba , Notebook, 4GB RAM, 128GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.2kg, Price ₹63669"
HP,Notebook,14.0,1366x768,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.48kg,58607,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,1.48kg, Price ₹58607"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg,64202,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.95kg, Price ₹64202"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.43kg,77202,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6600U 2.6GHz, Intel HD Graphics 520,1.43kg, Price ₹77202"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,55904,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 930MX,1.64kg, Price ₹55904"
HP,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.64kg,36443,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.64kg, Price ₹36443"
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.65kg,50562,"Dell , Gaming, 8GB RAM, 1.0TB Hybrid, Intel Core i5 7300HQ 2.5GHz, Nvidia GeForce GTX 1050,2.65kg, Price ₹50562"
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.26kg,81997,"HP , Ultrabook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.26kg, Price ₹81997"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,84715,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.48kg, Price ₹84715"
HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.54kg,100550,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.54kg, Price ₹100550"
HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.49kg,42624,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,1.49kg, Price ₹42624"
Toshiba,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.5kg,64468,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.5kg, Price ₹64468"
HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.04kg,41025,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i3 7100U 2.4GHz, Intel HD Graphics 620,2.04kg, Price ₹41025"
Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro 3000M,Windows 7,2.4kg,158135,"Lenovo , Notebook, 16GB RAM, 512GB SSD, Intel Core i7 6820HQ 2.7GHz, Nvidia Quadro 3000M,2.4kg, Price ₹158135"
Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,79387,"Toshiba , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.47kg, Price ₹79387"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,118761,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.43kg, Price ₹118761"
Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.08kg,42410,"Dell , 2 in 1 Convertible, 4GB RAM, 1TB HDD, Intel Core i3 6100U 2.3GHz, Intel HD Graphics 520,2.08kg, Price ₹42410"
Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,84715,"Toshiba , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.2kg, Price ₹84715"
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.11kg,61218,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.11kg, Price ₹61218"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,63159,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 7500U 2.7GHz, Nvidia GeForce 930MX,1.64kg, Price ₹63159"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.09kg,55754,"Dell , Notebook, 8GB RAM, 500GB HDD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,2.09kg, Price ₹55754"
HP,Ultrabook,12.5,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg,83063,"HP , Ultrabook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.26kg, Price ₹83063"
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.31kg,63349,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.31kg, Price ₹63349"
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.95kg,56476,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.95kg, Price ₹56476"
Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,86526,"Dell , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.29kg, Price ₹86526"
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63kg,57542,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Nvidia GeForce 930MX,2.63kg, Price ₹57542"
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,51841,"HP , Notebook, 4GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.64kg, Price ₹51841"
Acer,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,Windows 10,2.1kg,21791,"Acer , Notebook, 6GB RAM, 1TB HDD, AMD A9-Series 9420 3GHz, AMD Radeon R5,2.1kg, Price ₹21791"
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,63499,"MSI , Gaming, 8GB RAM, 128GB SSD +  1TB HDD, Intel Core i7 7700HQ 2.8GHz, Nvidia GeForce GTX 1050,2.7kg, Price ₹63499"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.95kg,63669,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6200U 2.3GHz, Intel HD Graphics 520,1.95kg, Price ₹63669"
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.84kg,65480,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.84kg, Price ₹65480"
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,71874,"HP , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.26kg, Price ₹71874"
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,39533,"HP , Notebook, 4GB RAM, 500GB HDD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,2.04kg, Price ₹39533"
Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.47kg,91908,"Toshiba , Ultrabook, 8GB RAM, 256GB SSD, Intel Core i7 6600U 2.6GHz, Intel HD Graphics 520,1.47kg, Price ₹91908"
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,2.09kg,56633,"Dell , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 6300U 2.4GHz, Intel HD Graphics 520,2.09kg, Price ₹56633"
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,53839,"HP , Notebook, 8GB RAM, 256GB SSD, Intel Core i5 7200U 2.5GHz, Intel HD Graphics 620,1.64kg, Price ₹53839"
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.8kg,45128,"Lenovo , 2 in 1 Convertible, 4GB RAM, 256GB SSD, Intel Core i7 6500U 2.5GHz, Intel HD Graphics 520,1.8kg, Price ₹45128"
Vero,Notebook,14.0,1366x768,Intel Atom X5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.45kg,11231,"Vero , Notebook, 2GB RAM, 32GB Flash Storage, Intel Atom X5-Z8350 1.44GHz, Intel HD Graphics 400,1.45kg, Price ₹11231"
